------------------------------------------------------------
		Sky model: RS	Operation: diff
------------------------------------------------------------
                precision    recall  f1-score   support

       Cloudly       0.72      0.67      0.69       138
Partly cloudly       0.69      0.65      0.67       107
     Clear sky       0.68      0.80      0.73        81

      accuracy                           0.70       326
     macro avg       0.69      0.71      0.70       326
  weighted avg       0.70      0.70      0.70       326
