,Cloudly,Partly cloudly,Clear sky,accuracy,macro avg,weighted avg
precision,0.9595959595959596,0.48672566371681414,0.6842105263157895,0.7013888888888888,0.710177383209521,0.7647187146003325
recall,0.6643356643356644,0.6707317073170732,0.8253968253968254,0.7013888888888888,0.7201547323498542,0.7013888888888888
f1-score,0.7851239669421487,0.5641025641025641,0.7482014388489208,0.7013888888888888,0.6991426566312112,0.7141174589465956
support,143.0,82.0,63.0,0.7013888888888888,288.0,288.0
