------------------------------------------------------------
		Sky model: GHI	Operation: ratio
------------------------------------------------------------
                precision    recall  f1-score   support

       Cloudly       0.92      0.86      0.89       137
Partly cloudly       0.82      0.80      0.81       111
     Clear sky       0.79      0.92      0.85        71

      accuracy                           0.85       319
     macro avg       0.84      0.86      0.85       319
  weighted avg       0.86      0.85      0.85       319
