------------------------------------------------------------
		Sky model: RS	Operation: diff
------------------------------------------------------------
                precision    recall  f1-score   support

       Cloudly       0.80      0.94      0.86       125
Partly cloudly       0.77      0.52      0.62        84
     Clear sky       0.79      0.86      0.82        57

      accuracy                           0.79       266
     macro avg       0.79      0.77      0.77       266
  weighted avg       0.79      0.79      0.78       266
