Date,ozone,AOD,year,month,day
170211,250.158,0.141,2017,2,11
170212,247.733,0.106,2017,2,12
170213,250.158,0.405,2017,2,13
170214,253.022,0.133,2017,2,14
170215,259.144,0.16,2017,2,15
170216,250.158,0.141,2017,2,16
170217,279.867,0.073,2017,2,17
170218,250.158,0.141,2017,2,18
170219,267.667,0.141,2017,2,19
170220,250.158,0.167,2017,2,20
170221,248.767,0.124,2017,2,21
170222,250.158,0.141,2017,2,22
170223,250.158,0.141,2017,2,23
170224,253.344,0.115,2017,2,24
170225,250.158,0.141,2017,2,25
170226,247.2,0.098,2017,2,26
170227,250.158,0.141,2017,2,27
170228,246.067,0.167,2017,2,28
170301,267.005,0.248,2017,3,1
170302,243.722,0.22,2017,3,2
170303,246.156,0.22,2017,3,3
170304,267.005,0.22,2017,3,4
170305,250.522,0.1,2017,3,5
170306,267.005,0.196,2017,3,6
170307,249.156,0.22,2017,3,7
170308,267.005,0.354,2017,3,8
170309,250.9,0.22,2017,3,9
170310,263.811,0.369,2017,3,10
170311,267.005,0.22,2017,3,11
170312,267.005,0.22,2017,3,12
170313,267.005,0.22,2017,3,13
170314,267.005,0.22,2017,3,14
170315,267.005,0.22,2017,3,15
170316,267.005,0.22,2017,3,16
170317,267.005,0.306,2017,3,17
170318,286.344,0.168,2017,3,18
170319,276.711,0.207,2017,3,19
170320,280.367,0.237,2017,3,20
170321,281.689,0.102,2017,3,21
170322,278.0,0.22,2017,3,22
170323,268.478,0.157,2017,3,23
170324,267.005,0.327,2017,3,24
170325,274.567,0.154,2017,3,25
170326,267.005,0.22,2017,3,26
170327,283.3,0.238,2017,3,27
170328,274.222,0.167,2017,3,28
170329,263.533,0.358,2017,3,29
170330,267.6,0.056,2017,3,30
170331,267.005,0.22,2017,3,31
170401,280.667,0.147,2017,4,1
170402,286.522,0.37,2017,4,2
170403,286.378,0.125,2017,4,3
170404,273.244,0.223,2017,4,4
170405,280.522,0.293,2017,4,5
170406,272.167,0.15,2017,4,6
170407,285.033,0.268,2017,4,7
170408,273.644,0.1,2017,4,8
170409,284.435,0.583,2017,4,9
170410,272.2,0.191,2017,4,10
170411,277.656,0.268,2017,4,11
170412,280.2,0.313,2017,4,12
170413,280.3,0.293,2017,4,13
170414,271.456,0.268,2017,4,14
170415,268.078,0.268,2017,4,15
170416,284.435,0.268,2017,4,16
170417,297.267,0.268,2017,4,17
170418,309.433,0.327,2017,4,18
170419,297.144,0.253,2017,4,19
170420,297.744,0.243,2017,4,20
170421,296.056,0.311,2017,4,21
170422,294.122,0.128,2017,4,22
170423,296.167,0.178,2017,4,23
170424,278.022,0.244,2017,4,24
170425,284.435,0.678,2017,4,25
170426,288.7,0.197,2017,4,26
170427,284.435,0.268,2017,4,27
170428,294.233,0.251,2017,4,28
170429,290.578,0.258,2017,4,29
170430,267.767,0.303,2017,4,30
170501,281.267,0.08,2017,5,1
170502,286.529,0.274,2017,5,2
170503,294.833,0.192,2017,5,3
170504,312.033,0.383,2017,5,4
170505,309.622,0.135,2017,5,5
170506,291.244,0.283,2017,5,6
170507,283.411,0.618,2017,5,7
170508,291.333,0.274,2017,5,8
170509,285.4,0.274,2017,5,9
170510,281.478,0.274,2017,5,10
170511,286.529,0.421,2017,5,11
170512,283.033,0.161,2017,5,12
170513,294.067,0.383,2017,5,13
170514,285.0,0.201,2017,5,14
170515,281.356,0.244,2017,5,15
170516,284.567,0.344,2017,5,16
170517,270.033,0.186,2017,5,17
170518,286.529,0.274,2017,5,18
170519,287.1,0.258,2017,5,19
170520,281.2,0.274,2017,5,20
170521,276.233,0.108,2017,5,21
170522,275.822,0.274,2017,5,22
170523,287.911,0.274,2017,5,23
170524,307.933,0.151,2017,5,24
170525,291.767,0.274,2017,5,25
170526,284.967,0.212,2017,5,26
170527,286.529,0.663,2017,5,27
170528,275.067,0.295,2017,5,28
170529,286.529,0.274,2017,5,29
170530,267.1,0.274,2017,5,30
170531,285.989,0.155,2017,5,31
170601,261.567,0.26,2017,6,1
170602,280.811,0.26,2017,6,2
170603,281.558,0.26,2017,6,3
170604,289.967,0.26,2017,6,4
170605,279.356,0.42,2017,6,5
170606,271.789,0.182,2017,6,6
170607,278.211,0.227,2017,6,7
170608,279.156,0.15,2017,6,8
170609,285.7,0.195,2017,6,9
170610,310.467,0.26,2017,6,10
170611,277.522,0.173,2017,6,11
170612,281.558,0.462,2017,6,12
170613,269.033,0.211,2017,6,13
170614,277.189,0.337,2017,6,14
170615,273.733,0.22,2017,6,15
170616,281.111,0.143,2017,6,16
170617,287.7,0.228,2017,6,17
170618,286.4,0.124,2017,6,18
170619,281.558,0.26,2017,6,19
170620,279.167,0.26,2017,6,20
170621,277.744,0.417,2017,6,21
170622,263.122,0.125,2017,6,22
170623,283.489,0.226,2017,6,23
170624,285.7,0.63,2017,6,24
170625,289.022,0.26,2017,6,25
170626,297.033,0.26,2017,6,26
170627,291.267,0.26,2017,6,27
170628,281.558,0.302,2017,6,28
170629,282.7,0.16,2017,6,29
170630,281.558,0.26,2017,6,30
170701,274.1,0.305,2017,7,1
170702,282.478,0.279,2017,7,2
170703,283.578,0.246,2017,7,3
170704,272.567,0.187,2017,7,4
170705,284.055,0.316,2017,7,5
170706,284.833,0.316,2017,7,6
170707,285.389,0.625,2017,7,7
170708,279.622,0.316,2017,7,8
170709,288.933,0.331,2017,7,9
170710,288.911,0.314,2017,7,10
170711,281.033,0.32,2017,7,11
170712,278.1,0.316,2017,7,12
170713,284.689,0.316,2017,7,13
170714,284.055,0.374,2017,7,14
170715,286.567,0.231,2017,7,15
170716,279.511,0.36,2017,7,16
170717,289.7,0.316,2017,7,17
170718,292.756,0.339,2017,7,18
170719,281.389,0.299,2017,7,19
170720,289.233,0.184,2017,7,20
170721,284.055,0.316,2017,7,21
170722,286.567,0.116,2017,7,22
170723,293.856,0.454,2017,7,23
170724,276.389,0.244,2017,7,24
170725,289.989,0.405,2017,7,25
170726,277.822,0.251,2017,7,26
170727,285.433,0.234,2017,7,27
170728,278.733,0.329,2017,7,28
170729,293.111,0.089,2017,7,29
170730,284.055,0.743,2017,7,30
170731,284.2,0.316,2017,7,31
170801,280.028,0.292,2017,8,1
170802,285.5,0.292,2017,8,2
170803,283.178,0.292,2017,8,3
170804,267.344,0.414,2017,8,4
170805,277.3,0.237,2017,8,5
170806,280.028,0.292,2017,8,6
170807,284.8,0.157,2017,8,7
170808,280.967,0.634,2017,8,8
170809,285.344,0.292,2017,8,9
170810,282.978,0.451,2017,8,10
170811,268.167,0.301,2017,8,11
170812,285.833,0.157,2017,8,12
170813,287.667,0.361,2017,8,13
170814,281.689,0.181,2017,8,14
170815,280.028,0.351,2017,8,15
170816,286.867,0.143,2017,8,16
170817,276.833,0.419,2017,8,17
170818,267.033,0.232,2017,8,18
170819,278.767,0.31,2017,8,19
170820,275.144,0.419,2017,8,20
170821,280.028,0.199,2017,8,21
170822,280.028,0.292,2017,8,22
170823,285.4,0.292,2017,8,23
170824,277.6,0.292,2017,8,24
170825,268.033,0.292,2017,8,25
170826,273.056,0.292,2017,8,26
170827,279.867,0.262,2017,8,27
170828,282.344,0.292,2017,8,28
170829,297.033,0.292,2017,8,29
170830,281.967,0.08,2017,8,30
170831,280.028,0.247,2017,8,31
170901,272.167,0.296,2017,9,1
170902,267.566,0.296,2017,9,2
170903,268.6,0.296,2017,9,3
170904,281.356,0.296,2017,9,4
170905,267.389,0.296,2017,9,5
170906,276.1,0.296,2017,9,6
170907,267.566,0.296,2017,9,7
170908,269.333,0.172,2017,9,8
170909,260.833,0.296,2017,9,9
170910,265.767,0.237,2017,9,10
170911,270.9,0.327,2017,9,11
170912,274.478,0.338,2017,9,12
170913,282.111,0.311,2017,9,13
170914,276.933,0.374,2017,9,14
170915,270.822,0.206,2017,9,15
170916,267.566,0.362,2017,9,16
170917,254.767,0.296,2017,9,17
170918,262.311,0.296,2017,9,18
170919,263.767,0.296,2017,9,19
170920,272.122,0.295,2017,9,20
170921,258.711,0.334,2017,9,21
170922,258.067,0.296,2017,9,22
170923,267.566,0.296,2017,9,23
170924,264.5,0.296,2017,9,24
170925,267.566,0.296,2017,9,25
170926,253.722,0.296,2017,9,26
170927,267.333,0.296,2017,9,27
170928,267.566,0.296,2017,9,28
170929,261.922,0.296,2017,9,29
170930,267.566,0.296,2017,9,30
171001,261.689,0.168,2017,10,1
171002,266.718,0.417,2017,10,2
171003,259.233,0.168,2017,10,3
171004,266.718,0.168,2017,10,4
171005,266.718,0.168,2017,10,5
171006,267.5,0.198,2017,10,6
171007,266.718,0.168,2017,10,7
171008,265.522,0.094,2017,10,8
171009,266.718,0.168,2017,10,9
171010,264.867,0.168,2017,10,10
171011,266.718,0.335,2017,10,11
171012,266.718,0.154,2017,10,12
171013,266.718,0.175,2017,10,13
171014,266.718,0.287,2017,10,14
171015,274.678,0.169,2017,10,15
171016,266.718,0.168,2017,10,16
171017,264.078,0.048,2017,10,17
171018,266.718,0.185,2017,10,18
171019,258.867,0.152,2017,10,19
171020,263.122,0.226,2017,10,20
171021,266.718,0.159,2017,10,21
171022,274.356,0.168,2017,10,22
171023,266.718,0.168,2017,10,23
171024,264.556,0.099,2017,10,24
171025,266.718,0.168,2017,10,25
171026,271.667,0.062,2017,10,26
171027,266.718,0.216,2017,10,27
171028,272.733,0.151,2017,10,28
171029,275.633,0.115,2017,10,29
171030,266.718,0.039,2017,10,30
171031,262.267,0.075,2017,10,31
171101,257.93,0.143,2017,11,1
171102,262.411,0.063,2017,11,2
171103,257.93,0.348,2017,11,3
171104,257.333,0.109,2017,11,4
171105,257.93,0.143,2017,11,5
171106,257.93,0.176,2017,11,6
171107,252.533,0.095,2017,11,7
171108,257.93,0.143,2017,11,8
171109,252.389,0.095,2017,11,9
171110,257.93,0.143,2017,11,10
171111,255.567,0.125,2017,11,11
171112,257.93,0.209,2017,11,12
171113,251.078,0.143,2017,11,13
171114,245.233,0.149,2017,11,14
171115,257.93,0.12,2017,11,15
171116,252.033,0.096,2017,11,16
171117,257.93,0.143,2017,11,17
171118,261.667,0.047,2017,11,18
171119,257.93,0.278,2017,11,19
171120,268.733,0.153,2017,11,20
171121,271.911,0.166,2017,11,21
171122,257.93,0.201,2017,11,22
171123,281.3,0.102,2017,11,23
171124,257.93,0.143,2017,11,24
171125,249.844,0.049,2017,11,25
171126,257.93,0.143,2017,11,26
171127,256.533,0.068,2017,11,27
171128,257.93,0.294,2017,11,28
171129,250.311,0.091,2017,11,29
171130,258.0,0.112,2017,11,30
171201,256.742,0.714,2017,12,1
171202,263.022,0.085,2017,12,2
171203,256.742,0.213,2017,12,3
171204,259.267,0.067,2017,12,4
171205,256.742,0.588,2017,12,5
171206,254.367,0.213,2017,12,6
171207,256.742,0.213,2017,12,7
171208,256.742,0.183,2017,12,8
171209,272.389,0.072,2017,12,9
171210,256.742,0.213,2017,12,10
171211,238.644,0.213,2017,12,11
171212,256.742,0.213,2017,12,12
171213,256.133,0.056,2017,12,13
171214,256.742,0.213,2017,12,14
171215,263.9,0.213,2017,12,15
171216,250.511,0.213,2017,12,16
171217,256.742,0.193,2017,12,17
171218,251.456,0.045,2017,12,18
171219,256.742,0.213,2017,12,19
171220,257.478,0.071,2017,12,20
171221,256.742,0.481,2017,12,21
171222,266.633,0.213,2017,12,22
171223,244.3,0.179,2017,12,23
171224,256.742,0.144,2017,12,24
171225,250.622,0.101,2017,12,25
171226,256.742,0.213,2017,12,26
171227,236.578,0.099,2017,12,27
171228,256.742,0.213,2017,12,28
171229,254.2,0.213,2017,12,29
171230,256.742,0.335,2017,12,30
171231,288.378,0.213,2017,12,31
180101,282.722,0.145,2018,1,1
180102,280.934,0.145,2018,1,2
180103,302.233,0.056,2018,1,3
180104,280.934,0.145,2018,1,4
180105,303.578,0.051,2018,1,5
180106,280.934,0.513,2018,1,6
180107,267.933,0.225,2018,1,7
180108,280.934,0.145,2018,1,8
180109,280.934,0.127,2018,1,9
180110,249.556,0.08,2018,1,10
180111,280.934,0.145,2018,1,11
180112,259.856,0.035,2018,1,12
180113,280.934,0.145,2018,1,13
180114,306.767,0.07,2018,1,14
180115,280.934,0.242,2018,1,15
180116,300.911,0.167,2018,1,16
180117,303.911,0.145,2018,1,17
180118,280.934,0.145,2018,1,18
180119,313.789,0.101,2018,1,19
180120,280.934,0.145,2018,1,20
180121,275.322,0.087,2018,1,21
180122,280.934,0.145,2018,1,22
180123,263.0,0.145,2018,1,23
180124,266.944,0.17,2018,1,24
180125,280.934,0.153,2018,1,25
180126,259.122,0.051,2018,1,26
180127,280.934,0.145,2018,1,27
180128,262.767,0.145,2018,1,28
180129,280.934,0.145,2018,1,29
180130,276.533,0.08,2018,1,30
180131,280.934,0.259,2018,1,31
180201,264.667,0.068,2018,2,1
180202,253.811,0.238,2018,2,2
180203,264.671,0.238,2018,2,3
180204,289.533,0.131,2018,2,4
180205,264.671,0.238,2018,2,5
180206,281.722,0.238,2018,2,6
180207,264.671,0.238,2018,2,7
180208,289.267,0.238,2018,2,8
180209,264.671,0.238,2018,2,9
180210,264.671,0.114,2018,2,10
180211,297.633,0.193,2018,2,11
180212,264.671,0.238,2018,2,12
180213,237.811,0.238,2018,2,13
180214,264.671,0.238,2018,2,14
180215,243.133,0.102,2018,2,15
180216,264.671,0.318,2018,2,16
180217,251.011,0.508,2018,2,17
180218,264.844,0.206,2018,2,18
180219,264.671,0.238,2018,2,19
180220,265.389,0.238,2018,2,20
180221,264.671,0.238,2018,2,21
180222,256.811,0.238,2018,2,22
180223,264.671,0.507,2018,2,23
180224,258.267,0.238,2018,2,24
180225,259.711,0.21,2018,2,25
180226,264.671,0.238,2018,2,26
180227,256.456,0.262,2018,2,27
180228,264.671,0.238,2018,2,28
180301,257.167,0.095,2018,3,1
180302,269.438,0.176,2018,3,2
180303,259.133,0.097,2018,3,3
180304,269.438,0.37,2018,3,4
180305,246.967,0.14,2018,3,5
180306,248.722,0.176,2018,3,6
180307,269.438,0.16,2018,3,7
180308,282.244,0.115,2018,3,8
180309,269.438,0.176,2018,3,9
180310,275.9,0.053,2018,3,10
180311,269.438,0.129,2018,3,11
180312,262.267,0.176,2018,3,12
180313,269.438,0.176,2018,3,13
180314,269.438,0.176,2018,3,14
180315,251.578,0.163,2018,3,15
180316,269.438,0.176,2018,3,16
180317,256.1,0.107,2018,3,17
180318,269.438,0.176,2018,3,18
180319,261.3,0.073,2018,3,19
180320,269.438,0.373,2018,3,20
180321,271.544,0.232,2018,3,21
180322,267.411,0.165,2018,3,22
180323,271.333,0.176,2018,3,23
180324,269.922,0.16,2018,3,24
180325,285.567,0.176,2018,3,25
180326,277.844,0.133,2018,3,26
180327,269.438,0.404,2018,3,27
180328,277.033,0.176,2018,3,28
180329,284.944,0.228,2018,3,29
180330,299.8,0.177,2018,3,30
180331,281.978,0.141,2018,3,31
180401,263.389,0.233,2018,4,1
180402,279.233,0.136,2018,4,2
180403,285.794,0.233,2018,4,3
180404,277.367,0.233,2018,4,4
180405,282.156,0.305,2018,4,5
180406,293.333,0.181,2018,4,6
180407,291.733,0.214,2018,4,7
180408,288.4,0.357,2018,4,8
180409,294.544,0.177,2018,4,9
180410,324.167,0.233,2018,4,10
180411,300.867,0.215,2018,4,11
180412,285.794,0.233,2018,4,12
180413,288.9,0.15,2018,4,13
180414,285.794,0.233,2018,4,14
180415,295.067,0.199,2018,4,15
180416,286.4,0.16,2018,4,16
180417,265.811,0.291,2018,4,17
180418,285.2,0.205,2018,4,18
180419,285.794,0.233,2018,4,19
180420,281.2,0.233,2018,4,20
180421,271.956,0.381,2018,4,21
180422,258.9,0.171,2018,4,22
180423,268.011,0.331,2018,4,23
180424,276.011,0.233,2018,4,24
180425,289.278,0.233,2018,4,25
180426,323.233,0.233,2018,4,26
180427,285.144,0.233,2018,4,27
180428,285.794,0.233,2018,4,28
180429,278.433,0.233,2018,4,29
180430,296.122,0.255,2018,4,30
180501,291.267,0.229,2018,5,1
180502,276.656,0.292,2018,5,2
180503,269.644,0.262,2018,5,3
180504,272.433,0.266,2018,5,4
180505,289.965,0.266,2018,5,5
180506,294.633,0.169,2018,5,6
180507,285.433,0.475,2018,5,7
180508,297.956,0.172,2018,5,8
180509,321.311,0.227,2018,5,9
180510,315.267,0.352,2018,5,10
180511,307.244,0.165,2018,5,11
180512,322.567,0.266,2018,5,12
180513,286.989,0.266,2018,5,13
180514,289.965,0.336,2018,5,14
180515,273.533,0.266,2018,5,15
180516,289.965,0.266,2018,5,16
180517,279.633,0.191,2018,5,17
180518,292.011,0.178,2018,5,18
180519,277.489,0.302,2018,5,19
180520,295.033,0.24,2018,5,20
180521,289.965,0.266,2018,5,21
180522,301.667,0.228,2018,5,22
180523,288.322,0.486,2018,5,23
180524,287.956,0.258,2018,5,24
180525,282.011,0.253,2018,5,25
180526,288.833,0.185,2018,5,26
180527,279.511,0.152,2018,5,27
180528,295.167,0.266,2018,5,28
180529,279.433,0.152,2018,5,29
180530,289.965,0.567,2018,5,30
180531,277.1,0.254,2018,5,31
180601,277.111,0.5,2018,6,1
180602,291.667,0.191,2018,6,2
180603,289.289,0.217,2018,6,3
180604,281.411,0.233,2018,6,4
180605,291.533,0.074,2018,6,5
180606,287.361,0.233,2018,6,6
180607,289.933,0.195,2018,6,7
180608,275.878,0.411,2018,6,8
180609,278.1,0.233,2018,6,9
180610,279.267,0.223,2018,6,10
180611,274.667,0.285,2018,6,11
180612,284.867,0.233,2018,6,12
180613,310.4,0.233,2018,6,13
180614,282.222,0.171,2018,6,14
180615,287.361,0.233,2018,6,15
180616,273.5,0.233,2018,6,16
180617,287.361,0.233,2018,6,17
180618,291.767,0.233,2018,6,18
180619,294.911,0.233,2018,6,19
180620,282.167,0.233,2018,6,20
180621,272.6,0.233,2018,6,21
180622,287.361,0.233,2018,6,22
180623,282.667,0.151,2018,6,23
180624,290.278,0.365,2018,6,24
180625,294.544,0.233,2018,6,25
180626,286.433,0.287,2018,6,26
180627,287.378,0.152,2018,6,27
180628,296.789,0.168,2018,6,28
180629,318.433,0.233,2018,6,29
180630,293.567,0.105,2018,6,30
180701,295.763,0.8,2018,7,1
180702,295.733,0.117,2018,7,2
180703,302.1,0.394,2018,7,3
180704,298.4,0.298,2018,7,4
180705,299.933,0.506,2018,7,5
180706,299.211,0.322,2018,7,6
180707,296.533,0.325,2018,7,7
180708,295.763,0.325,2018,7,8
180709,290.1,0.185,2018,7,9
180710,289.289,0.493,2018,7,10
180711,288.089,0.171,2018,7,11
180712,295.567,0.259,2018,7,12
180713,297.2,0.338,2018,7,13
180714,299.411,0.18,2018,7,14
180715,306.733,0.325,2018,7,15
180716,304.144,0.272,2018,7,16
180717,295.763,0.726,2018,7,17
180718,290.967,0.093,2018,7,18
180719,295.763,0.325,2018,7,19
180720,291.4,0.212,2018,7,20
180721,292.911,0.207,2018,7,21
180722,297.656,0.286,2018,7,22
180723,290.344,0.098,2018,7,23
180724,295.763,0.325,2018,7,24
180725,295.967,0.325,2018,7,25
180726,287.489,0.653,2018,7,26
180727,278.8,0.325,2018,7,27
180728,288.222,0.314,2018,7,28
180729,286.922,0.3,2018,7,29
180730,297.089,0.26,2018,7,30
180731,329.633,0.325,2018,7,31
180801,292.167,0.288,2018,8,1
180802,292.029,0.507,2018,8,2
180803,288.067,0.249,2018,8,3
180804,306.178,0.494,2018,8,4
180805,293.667,0.288,2018,8,5
180806,296.344,0.288,2018,8,6
180807,289.489,0.288,2018,8,7
180808,284.967,0.191,2018,8,8
180809,292.029,0.288,2018,8,9
180810,295.467,0.157,2018,8,10
180811,295.278,0.288,2018,8,11
180812,290.533,0.288,2018,8,12
180813,288.778,0.333,2018,8,13
180814,287.044,0.39,2018,8,14
180815,294.633,0.189,2018,8,15
180816,317.65,0.288,2018,8,16
180817,296.222,0.152,2018,8,17
180818,292.029,0.489,2018,8,18
180819,281.8,0.148,2018,8,19
180820,292.029,0.288,2018,8,20
180821,288.133,0.403,2018,8,21
180822,287.278,0.239,2018,8,22
180823,294.822,0.282,2018,8,23
180824,294.767,0.186,2018,8,24
180825,292.029,0.288,2018,8,25
180826,286.4,0.157,2018,8,26
180827,284.067,0.42,2018,8,27
180828,287.067,0.211,2018,8,28
180829,289.867,0.268,2018,8,29
180830,280.322,0.288,2018,8,30
180831,301.744,0.288,2018,8,31
180901,302.133,0.286,2018,9,1
180902,292.289,0.194,2018,9,2
180903,272.655,0.286,2018,9,3
180904,271.667,0.286,2018,9,4
180905,278.5,0.435,2018,9,5
180906,281.667,0.286,2018,9,6
180907,276.7,0.286,2018,9,7
180908,265.489,0.267,2018,9,8
180909,274.5,0.286,2018,9,9
180910,272.655,0.286,2018,9,10
180911,273.3,0.286,2018,9,11
180912,262.2,0.471,2018,9,12
180913,260.822,0.286,2018,9,13
180914,266.311,0.286,2018,9,14
180915,276.944,0.286,2018,9,15
180916,271.822,0.286,2018,9,16
180917,297.5,0.286,2018,9,17
180918,277.156,0.286,2018,9,18
180919,272.655,0.286,2018,9,19
180920,266.267,0.286,2018,9,20
180921,272.655,0.286,2018,9,21
180922,260.8,0.286,2018,9,22
180923,259.978,0.199,2018,9,23
180924,252.767,0.286,2018,9,24
180925,269.7,0.1,2018,9,25
180926,272.655,0.286,2018,9,26
180927,265.967,0.286,2018,9,27
180928,272.655,0.286,2018,9,28
180929,272.556,0.286,2018,9,29
180930,266.689,0.336,2018,9,30
181001,256.989,0.176,2018,10,1
181002,265.144,0.191,2018,10,2
181003,256.989,0.176,2018,10,3
181004,271.611,0.166,2018,10,4
181005,256.989,0.296,2018,10,5
181006,262.967,0.121,2018,10,6
181007,272.456,0.319,2018,10,7
181008,256.989,0.176,2018,10,8
181009,262.789,0.108,2018,10,9
181010,256.989,0.176,2018,10,10
181011,252.4,0.176,2018,10,11
181012,256.989,0.176,2018,10,12
181013,253.533,0.1,2018,10,13
181014,256.989,0.299,2018,10,14
181015,257.022,0.176,2018,10,15
181016,253.044,0.176,2018,10,16
181017,256.989,0.176,2018,10,17
181018,252.222,0.176,2018,10,18
181019,256.989,0.176,2018,10,19
181020,248.189,0.176,2018,10,20
181021,256.989,0.176,2018,10,21
181022,245.9,0.176,2018,10,22
181023,256.989,0.176,2018,10,23
181024,256.989,0.176,2018,10,24
181025,243.567,0.176,2018,10,25
181026,256.989,0.176,2018,10,26
181027,264.767,0.077,2018,10,27
181028,256.989,0.176,2018,10,28
181029,256.0,0.042,2018,10,29
181030,256.989,0.214,2018,10,30
181031,250.211,0.176,2018,10,31
181101,256.956,0.07,2018,11,1
181102,254.888,0.137,2018,11,2
181103,272.611,0.071,2018,11,3
181104,254.888,0.154,2018,11,4
181105,259.622,0.046,2018,11,5
181106,254.888,0.301,2018,11,6
181107,249.767,0.136,2018,11,7
181108,247.611,0.23,2018,11,8
181109,254.888,0.154,2018,11,9
181110,250.256,0.154,2018,11,10
181111,254.888,0.154,2018,11,11
181112,242.867,0.154,2018,11,12
181113,254.888,0.154,2018,11,13
181114,267.3,0.039,2018,11,14
181115,254.888,0.168,2018,11,15
181116,256.544,0.129,2018,11,16
181117,258.8,0.154,2018,11,17
181118,254.888,0.154,2018,11,18
181119,258.9,0.154,2018,11,19
181120,254.888,0.154,2018,11,20
181121,260.078,0.065,2018,11,21
181122,254.888,0.66,2018,11,22
181123,250.967,0.134,2018,11,23
181124,254.888,0.154,2018,11,24
181125,254.888,0.154,2018,11,25
181126,250.222,0.083,2018,11,26
181127,254.888,0.154,2018,11,27
181128,252.9,0.154,2018,11,28
181129,254.888,0.154,2018,11,29
181130,242.8,0.046,2018,11,30
181201,236.742,0.213,2018,12,1
181202,229.878,0.05,2018,12,2
181203,224.956,0.074,2018,12,3
181204,236.742,0.112,2018,12,4
181205,231.244,0.061,2018,12,5
181206,236.742,0.139,2018,12,6
181207,230.644,0.139,2018,12,7
181208,236.742,0.439,2018,12,8
181209,235.733,0.097,2018,12,9
181210,237.678,0.116,2018,12,10
181211,236.742,0.139,2018,12,11
181212,236.467,0.139,2018,12,12
181213,236.742,0.139,2018,12,13
181214,258.633,0.038,2018,12,14
181215,236.742,0.139,2018,12,15
181216,245.8,0.139,2018,12,16
181217,236.742,0.291,2018,12,17
181218,252.678,0.104,2018,12,18
181219,249.644,0.055,2018,12,19
181220,236.742,0.139,2018,12,20
181221,249.333,0.02,2018,12,21
181222,236.742,0.139,2018,12,22
181223,238.667,0.062,2018,12,23
181224,236.742,0.398,2018,12,24
181225,224.667,0.139,2018,12,25
181226,236.742,0.139,2018,12,26
181227,236.742,0.133,2018,12,27
181228,229.733,0.096,2018,12,28
181229,236.742,0.139,2018,12,29
181230,212.111,0.139,2018,12,30
181231,236.742,0.139,2018,12,31
190101,226.5,0.129,2019,1,1
190102,237.541,0.129,2019,1,2
190103,212.689,0.112,2019,1,3
190104,236.244,0.115,2019,1,4
190105,237.541,0.026,2019,1,5
190106,240.256,0.111,2019,1,6
190107,237.541,0.129,2019,1,7
190108,215.189,0.105,2019,1,8
190109,237.541,0.211,2019,1,9
190110,219.133,0.088,2019,1,10
190111,238.911,0.215,2019,1,11
190112,237.541,0.123,2019,1,12
190113,233.833,0.128,2019,1,13
190114,237.541,0.129,2019,1,14
190115,214.1,0.129,2019,1,15
190116,237.541,0.129,2019,1,16
190117,223.833,0.129,2019,1,17
190118,237.541,0.366,2019,1,18
190119,242.578,0.081,2019,1,19
190120,236.511,0.075,2019,1,20
190121,237.541,0.129,2019,1,21
190122,245.889,0.107,2019,1,22
190123,237.541,0.129,2019,1,23
190124,258.456,0.028,2019,1,24
190125,237.541,0.238,2019,1,25
190126,264.033,0.126,2019,1,26
190127,237.541,0.129,2019,1,27
190128,237.541,0.206,2019,1,28
190129,258.578,0.066,2019,1,29
190130,237.541,0.129,2019,1,30
190131,271.467,0.046,2019,1,31
190201,242.679,0.182,2019,2,1
190202,262.9,0.195,2019,2,2
190203,242.679,0.274,2019,2,3
190204,251.989,0.182,2019,2,4
190205,253.567,0.172,2019,2,5
190206,242.679,0.174,2019,2,6
190207,250.422,0.152,2019,2,7
190208,242.679,0.182,2019,2,8
190209,245.167,0.182,2019,2,9
190210,242.679,0.311,2019,2,10
190211,237.267,0.101,2019,2,11
190212,252.078,0.182,2019,2,12
190213,242.679,0.182,2019,2,13
190214,233.156,0.17,2019,2,14
190215,242.679,0.182,2019,2,15
190216,234.533,0.07,2019,2,16
190217,242.679,0.182,2019,2,17
190218,236.7,0.098,2019,2,18
190219,242.679,0.373,2019,2,19
190220,246.233,0.18,2019,2,20
190221,230.856,0.161,2019,2,21
190222,242.679,0.182,2019,2,22
190223,226.444,0.182,2019,2,23
190224,242.679,0.182,2019,2,24
190225,239.978,0.028,2019,2,25
190226,242.679,0.317,2019,2,26
190227,238.9,0.132,2019,2,27
190228,242.679,0.182,2019,2,28
190301,256.788,0.227,2019,3,1
190302,245.2,0.154,2019,3,2
190303,256.788,0.227,2019,3,3
190304,236.567,0.227,2019,3,4
190305,256.788,0.227,2019,3,5
190306,237.933,0.063,2019,3,6
190307,256.788,0.307,2019,3,7
190308,233.833,0.187,2019,3,8
190309,237.278,0.249,2019,3,9
190310,256.788,0.227,2019,3,10
190311,239.356,0.212,2019,3,11
190312,256.788,0.227,2019,3,12
190313,256.544,0.072,2019,3,13
190314,256.788,0.364,2019,3,14
190315,256.733,0.227,2019,3,15
190316,256.967,0.227,2019,3,16
190317,256.788,0.227,2019,3,17
190318,260.533,0.227,2019,3,18
190319,256.788,0.227,2019,3,19
190320,255.856,0.159,2019,3,20
190321,256.788,0.227,2019,3,21
190322,275.2,0.299,2019,3,22
190323,271.389,0.304,2019,3,23
190324,260.489,0.171,2019,3,24
190325,257.844,0.319,2019,3,25
190326,263.433,0.227,2019,3,26
190327,256.8,0.227,2019,3,27
190328,290.467,0.227,2019,3,28
