------------------------------------------------------------
		Sky model: RS	Operation: ratio
------------------------------------------------------------
                precision    recall  f1-score   support

       Cloudly       0.90      0.86      0.88       138
Partly cloudly       0.73      0.75      0.74       107
     Clear sky       0.82      0.86      0.84        81

      accuracy                           0.83       326
     macro avg       0.82      0.82      0.82       326
  weighted avg       0.83      0.83      0.83       326
