,Cloudly,Partly cloudly,Clear sky,accuracy,macro avg,weighted avg
precision,0.9154929577464789,0.684931506849315,0.726027397260274,0.8090277777777778,0.7754839539520226,0.8084013977319012
recall,0.9090909090909091,0.6097560975609756,0.8412698412698413,0.8090277777777778,0.7867056159739086,0.8090277777777778
f1-score,0.9122807017543859,0.6451612903225806,0.7794117647058825,0.8090277777777778,0.7789512522609497,0.8071607893534701
support,143.0,82.0,63.0,0.8090277777777778,288.0,288.0
