,Cloudly,Partly cloudly,Clear sky,accuracy,macro avg,weighted avg
precision,0.9652173913043478,0.5333333333333333,0.6122448979591837,0.7326388888888888,0.7035985408656217,0.7650376696572349
recall,0.7762237762237763,0.4878048780487805,0.9523809523809523,0.7326388888888888,0.7388032022178365,0.7326388888888888
f1-score,0.8604651162790697,0.5095541401273885,0.7453416149068324,0.7326388888888888,0.7051202904377636,0.7353696974218169
support,143.0,82.0,63.0,0.7326388888888888,288.0,288.0
