------------------------------------------------------------
		Sky model: RS	Operation: ratio
------------------------------------------------------------
                precision    recall  f1-score   support

       Cloudly       0.86      0.91      0.89       112
Partly cloudly       0.77      0.66      0.71        65
     Clear sky       0.84      0.89      0.87        55

      accuracy                           0.84       232
     macro avg       0.83      0.82      0.82       232
  weighted avg       0.83      0.84      0.83       232
