,Cloudly,Partly cloudly,Clear sky,accuracy,macro avg,weighted avg
precision,0.9504950495049505,0.46621621621621623,0.7692307692307693,0.6770833333333334,0.7286473449839787,0.77295854260582
recall,0.6713286713286714,0.8414634146341463,0.47619047619047616,0.6770833333333334,0.6629941873844313,0.6770833333333334
f1-score,0.7868852459016393,0.6000000000000001,0.588235294117647,0.6770833333333334,0.6583735133397621,0.6902201864352299
support,143.0,82.0,63.0,0.6770833333333334,288.0,288.0
