,Cloudly,Partly cloudly,Clear sky,accuracy,macro avg,weighted avg
precision,0.7123287671232876,0.40869565217391307,0.7037037037037037,0.5902777777777778,0.6082427076669682,0.6239909392716122
recall,0.7272727272727273,0.573170731707317,0.30158730158730157,0.5902777777777778,0.5340102535224486,0.5902777777777778
f1-score,0.7197231833910034,0.4771573604060914,0.4222222222222222,0.5902777777777778,0.539700922006439,0.5855809679799061
support,143.0,82.0,63.0,0.5902777777777778,288.0,288.0
