,Cloudly,Partly cloudly,Clear sky,accuracy,macro avg,weighted avg
precision,0.5164835164835165,0.18181818181818182,0.2736842105263158,0.4236111111111111,0.32399530294267137,0.36808451051872104
recall,0.6573426573426573,0.024390243902439025,0.4126984126984127,0.4236111111111111,0.3648104379811697,0.42361111111111105
f1-score,0.5784615384615385,0.043010752688172046,0.3291139240506329,0.4236111111111111,0.31686207173344777,0.37146201019312497
support,143.0,82.0,63.0,0.4236111111111111,288.0,288.0
