------------------------------------------------------------
		Sky model: RS	Operation: ratio
------------------------------------------------------------
                precision    recall  f1-score   support

       Cloudly       0.89      0.89      0.89       112
Partly cloudly       0.73      0.75      0.74        65
     Clear sky       0.92      0.89      0.91        55

      accuracy                           0.85       232
     macro avg       0.85      0.85      0.85       232
  weighted avg       0.86      0.85      0.85       232
