,Cloudly,Partly cloudly,Clear sky,accuracy,macro avg,weighted avg
precision,0.9528301886792453,0.49166666666666664,0.7096774193548387,0.7083333333333334,0.7180580915669168,0.7683370175942833
recall,0.7062937062937062,0.7195121951219512,0.6984126984126984,0.7083333333333334,0.7080728666094519,0.7083333333333334
f1-score,0.8112449799196787,0.584158415841584,0.704,0.7083333333333334,0.6998011319204208,0.7231285494011249
support,143.0,82.0,63.0,0.7083333333333334,288.0,288.0
