,Cloudly,Partly cloudly,Clear sky,accuracy,macro avg,weighted avg
precision,0.8974358974358975,0.5445544554455446,0.7428571428571429,0.7361111111111112,0.7282824985795283,0.7631486065273195
recall,0.7342657342657343,0.6707317073170732,0.8253968253968254,0.7361111111111112,0.7434647556598776,0.7361111111111112
f1-score,0.8076923076923077,0.6010928961748634,0.7819548872180451,0.7361111111111112,0.7302466970284054,0.7432388034065126
support,143.0,82.0,63.0,0.7361111111111112,288.0,288.0
