,Cloudly,Partly cloudly,Clear sky,accuracy,macro avg,weighted avg
precision,0.8951612903225806,0.4897959183673469,0.6515151515151515,0.7013888888888888,0.6788241200683597,0.7264471679434236
recall,0.7762237762237763,0.5853658536585366,0.6825396825396826,0.7013888888888888,0.6813764374739986,0.7013888888888888
f1-score,0.8314606741573034,0.5333333333333333,0.6666666666666666,0.7013888888888888,0.6771535580524345,0.7105285060341241
support,143.0,82.0,63.0,0.7013888888888888,288.0,288.0
