,Cloudly,Partly cloudly,Clear sky,accuracy,macro avg,weighted avg
precision,0.9032258064516129,0.4316546762589928,0.6785714285714286,0.6319444444444444,0.6711506370940116,0.7198158811660349
recall,0.5874125874125874,0.7317073170731707,0.6031746031746031,0.6319444444444444,0.6407648358867871,0.6319444444444444
f1-score,0.7118644067796609,0.5429864253393665,0.638655462184874,0.6319444444444444,0.631168764767967,0.6477666359894675
support,143.0,82.0,63.0,0.6319444444444444,288.0,288.0
